interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,publish_time_local,publish_time_utc,region,planned_outages_mw,maintenance_outages_mw,forced_outages_mw,total_outages_mw
2025-11-05T00:00:00-05:00,2025-11-05 05:00:00+00:00,2025-11-06T00:00:00-05:00,2025-11-06 05:00:00+00:00,2025-10-31T00:00:00-04:00,2025-10-31 04:00:00+00:00,PJM RTO,47876,6037,4177,58090
2025-11-05T00:00:00-05:00,2025-11-05 05:00:00+00:00,2025-11-06T00:00:00-05:00,2025-11-06 05:00:00+00:00,2025-10-31T00:00:00-04:00,2025-10-31 04:00:00+00:00,Western,20091,2364,3070,25525
2025-11-05T00:00:00-05:00,2025-11-05 05:00:00+00:00,2025-11-06T00:00:00-05:00,2025-11-06 05:00:00+00:00,2025-11-01T00:00:00-04:00,2025-11-01 04:00:00+00:00,Mid Atlantic - Dominion,27150,3824,1562,32536
2025-11-05T00:00:00-05:00,2025-11-05 05:00:00+00:00,2025-11-06T00:00:00-05:00,2025-11-06 05:00:00+00:00,2025-11-01T00:00:00-04:00,2025-11-01 04:00:00+00:00,PJM RTO,47433,6992,5101,59526
2025-11-05T00:00:00-05:00,2025-11-05 05:00:00+00:00,2025-11-06T00:00:00-05:00,2025-11-06 05:00:00+00:00,2025-11-01T00:00:00-04:00,2025-11-01 04:00:00+00:00,Western,20283,3168,3539,26990
2025-11-05T00:00:00-05:00,2025-11-05 05:00:00+00:00,2025-11-06T00:00:00-05:00,2025-11-06 05:00:00+00:00,2025-11-02T00:00:00-04:00,2025-11-02 04:00:00+00:00,Mid Atlantic - Dominion,27028,3824,1656,32508
2025-11-05T00:00:00-05:00,2025-11-05 05:00:00+00:00,2025-11-06T00:00:00-05:00,2025-11-06 05:00:00+00:00,2025-11-02T00:00:00-04:00,2025-11-02 04:00:00+00:00,PJM RTO,47099,6992,5227,59318
2025-11-05T00:00:00-05:00,2025-11-05 05:00:00+00:00,2025-11-06T00:00:00-05:00,2025-11-06 05:00:00+00:00,2025-11-02T00:00:00-04:00,2025-11-02 04:00:00+00:00,Western,20071,3168,3571,26810
2025-11-05T00:00:00-05:00,2025-11-05 05:00:00+00:00,2025-11-06T00:00:00-05:00,2025-11-06 05:00:00+00:00,2025-11-03T00:00:00-05:00,2025-11-03 05:00:00+00:00,Mid Atlantic - Dominion,26917,4856,1670,33443
2025-11-05T00:00:00-05:00,2025-11-05 05:00:00+00:00,2025-11-06T00:00:00-05:00,2025-11-06 05:00:00+00:00,2025-11-03T00:00:00-05:00,2025-11-03 05:00:00+00:00,PJM RTO,48149,7255,6708,62112
2025-11-05T00:00:00-05:00,2025-11-05 05:00:00+00:00,2025-11-06T00:00:00-05:00,2025-11-06 05:00:00+00:00,2025-11-03T00:00:00-05:00,2025-11-03 05:00:00+00:00,Western,21232,2399,5038,28669
2025-11-05T00:00:00-05:00,2025-11-05 05:00:00+00:00,2025-11-06T00:00:00-05:00,2025-11-06 05:00:00+00:00,2025-11-04T00:00:00-05:00,2025-11-04 05:00:00+00:00,Mid Atlantic - Dominion,27131,5424,3544,36099
