interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,publish_time_local,publish_time_utc,region,planned_outages_mw,maintenance_outages_mw,forced_outages_mw,total_outages_mw
2016-01-05 00:00:00-05:00,2016-01-05 05:00:00+00:00,2016-01-06 00:00:00-05:00,2016-01-06 05:00:00+00:00,2016-01-05 00:00:00-05:00,2016-01-05 05:00:00+00:00,Western,2261,130,2346,4737
2016-01-06 00:00:00-05:00,2016-01-06 05:00:00+00:00,2016-01-07 00:00:00-05:00,2016-01-07 05:00:00+00:00,2016-01-06 00:00:00-05:00,2016-01-06 05:00:00+00:00,Mid Atlantic - Dominion,757,2999,2257,6013
2016-01-06 00:00:00-05:00,2016-01-06 05:00:00+00:00,2016-01-07 00:00:00-05:00,2016-01-07 05:00:00+00:00,2016-01-06 00:00:00-05:00,2016-01-06 05:00:00+00:00,PJM RTO,3018,4025,4523,11566
2016-01-06 00:00:00-05:00,2016-01-06 05:00:00+00:00,2016-01-07 00:00:00-05:00,2016-01-07 05:00:00+00:00,2016-01-06 00:00:00-05:00,2016-01-06 05:00:00+00:00,Western,2261,1026,2266,5553
2016-01-07 00:00:00-05:00,2016-01-07 05:00:00+00:00,2016-01-08 00:00:00-05:00,2016-01-08 05:00:00+00:00,2016-01-07 00:00:00-05:00,2016-01-07 05:00:00+00:00,Mid Atlantic - Dominion,752,2925,3063,6740
2016-01-07 00:00:00-05:00,2016-01-07 05:00:00+00:00,2016-01-08 00:00:00-05:00,2016-01-08 05:00:00+00:00,2016-01-07 00:00:00-05:00,2016-01-07 05:00:00+00:00,PJM RTO,3013,3746,6103,12862
2016-01-07 00:00:00-05:00,2016-01-07 05:00:00+00:00,2016-01-08 00:00:00-05:00,2016-01-08 05:00:00+00:00,2016-01-07 00:00:00-05:00,2016-01-07 05:00:00+00:00,Western,2261,821,3040,6122
2016-01-08 00:00:00-05:00,2016-01-08 05:00:00+00:00,2016-01-09 00:00:00-05:00,2016-01-09 05:00:00+00:00,2016-01-08 00:00:00-05:00,2016-01-08 05:00:00+00:00,Mid Atlantic - Dominion,751,2888,1593,5232
2016-01-08 00:00:00-05:00,2016-01-08 05:00:00+00:00,2016-01-09 00:00:00-05:00,2016-01-09 05:00:00+00:00,2016-01-08 00:00:00-05:00,2016-01-08 05:00:00+00:00,PJM RTO,3012,6083,4530,13625
2016-01-08 00:00:00-05:00,2016-01-08 05:00:00+00:00,2016-01-09 00:00:00-05:00,2016-01-09 05:00:00+00:00,2016-01-08 00:00:00-05:00,2016-01-08 05:00:00+00:00,Western,2261,3195,2937,8393
2016-01-09 00:00:00-05:00,2016-01-09 05:00:00+00:00,2016-01-10 00:00:00-05:00,2016-01-10 05:00:00+00:00,2016-01-09 00:00:00-05:00,2016-01-09 05:00:00+00:00,Mid Atlantic - Dominion,751,4333,2093,7177
2016-01-09 00:00:00-05:00,2016-01-09 05:00:00+00:00,2016-01-10 00:00:00-05:00,2016-01-10 05:00:00+00:00,2016-01-09 00:00:00-05:00,2016-01-09 05:00:00+00:00,PJM RTO,2922,10510,4055,17487
2016-01-09 00:00:00-05:00,2016-01-09 05:00:00+00:00,2016-01-10 00:00:00-05:00,2016-01-10 05:00:00+00:00,2016-01-09 00:00:00-05:00,2016-01-09 05:00:00+00:00,Western,2171,6177,1962,10310
2016-01-10 00:00:00-05:00,2016-01-10 05:00:00+00:00,2016-01-11 00:00:00-05:00,2016-01-11 05:00:00+00:00,2016-01-10 00:00:00-05:00,2016-01-10 05:00:00+00:00,Mid Atlantic - Dominion,751,2730,2224,5705
2016-01-10 00:00:00-05:00,2016-01-10 05:00:00+00:00,2016-01-11 00:00:00-05:00,2016-01-11 05:00:00+00:00,2016-01-10 00:00:00-05:00,2016-01-10 05:00:00+00:00,PJM RTO,2922,6491,4553,13966
2016-01-10 00:00:00-05:00,2016-01-10 05:00:00+00:00,2016-01-11 00:00:00-05:00,2016-01-11 05:00:00+00:00,2016-01-10 00:00:00-05:00,2016-01-10 05:00:00+00:00,Western,2171,3761,2329,8261
2016-01-11 00:00:00-05:00,2016-01-11 05:00:00+00:00,2016-01-12 00:00:00-05:00,2016-01-12 05:00:00+00:00,2016-01-11 00:00:00-05:00,2016-01-11 05:00:00+00:00,Mid Atlantic - Dominion,249,2458,1839,4546
2016-01-11 00:00:00-05:00,2016-01-11 05:00:00+00:00,2016-01-12 00:00:00-05:00,2016-01-12 05:00:00+00:00,2016-01-11 00:00:00-05:00,2016-01-11 05:00:00+00:00,PJM RTO,2420,4292,5087,11799
2016-01-11 00:00:00-05:00,2016-01-11 05:00:00+00:00,2016-01-12 00:00:00-05:00,2016-01-12 05:00:00+00:00,2016-01-11 00:00:00-05:00,2016-01-11 05:00:00+00:00,Western,2171,1834,3248,7253
2016-01-12 00:00:00-05:00,2016-01-12 05:00:00+00:00,2016-01-13 00:00:00-05:00,2016-01-13 05:00:00+00:00,2016-01-12 00:00:00-05:00,2016-01-12 05:00:00+00:00,Mid Atlantic - Dominion,254,1761,2285,4300
2016-01-12 00:00:00-05:00,2016-01-12 05:00:00+00:00,2016-01-13 00:00:00-05:00,2016-01-13 05:00:00+00:00,2016-01-12 00:00:00-05:00,2016-01-12 05:00:00+00:00,PJM RTO,2425,2753,6614,11792
2016-01-12 00:00:00-05:00,2016-01-12 05:00:00+00:00,2016-01-13 00:00:00-05:00,2016-01-13 05:00:00+00:00,2016-01-12 00:00:00-05:00,2016-01-12 05:00:00+00:00,Western,2171,992,4329,7492
2016-01-13 00:00:00-05:00,2016-01-13 05:00:00+00:00,2016-01-14 00:00:00-05:00,2016-01-14 05:00:00+00:00,2016-01-13 00:00:00-05:00,2016-01-13 05:00:00+00:00,Mid Atlantic - Dominion,254,3089,1703,5046
2016-01-13 00:00:00-05:00,2016-01-13 05:00:00+00:00,2016-01-14 00:00:00-05:00,2016-01-14 05:00:00+00:00,2016-01-13 00:00:00-05:00,2016-01-13 05:00:00+00:00,PJM RTO,2425,4121,6228,12774
2016-01-13 00:00:00-05:00,2016-01-13 05:00:00+00:00,2016-01-14 00:00:00-05:00,2016-01-14 05:00:00+00:00,2016-01-13 00:00:00-05:00,2016-01-13 05:00:00+00:00,Western,2171,1032,4525,7728
2016-01-14 00:00:00-05:00,2016-01-14 05:00:00+00:00,2016-01-15 00:00:00-05:00,2016-01-15 05:00:00+00:00,2016-01-14 00:00:00-05:00,2016-01-14 05:00:00+00:00,Mid Atlantic - Dominion,249,5541,3518,9308
2016-01-14 00:00:00-05:00,2016-01-14 05:00:00+00:00,2016-01-15 00:00:00-05:00,2016-01-15 05:00:00+00:00,2016-01-14 00:00:00-05:00,2016-01-14 05:00:00+00:00,PJM RTO,2420,6570,8763,17753
2016-01-14 00:00:00-05:00,2016-01-14 05:00:00+00:00,2016-01-15 00:00:00-05:00,2016-01-15 05:00:00+00:00,2016-01-14 00:00:00-05:00,2016-01-14 05:00:00+00:00,Western,2171,1029,5245,8445
2016-01-15 00:00:00-05:00,2016-01-15 05:00:00+00:00,2016-01-16 00:00:00-05:00,2016-01-16 05:00:00+00:00,2016-01-15 00:00:00-05:00,2016-01-15 05:00:00+00:00,Mid Atlantic - Dominion,237,4378,2316,6931
2016-01-15 00:00:00-05:00,2016-01-15 05:00:00+00:00,2016-01-16 00:00:00-05:00,2016-01-16 05:00:00+00:00,2016-01-15 00:00:00-05:00,2016-01-15 05:00:00+00:00,PJM RTO,2408,8417,6671,17496
2016-01-15 00:00:00-05:00,2016-01-15 05:00:00+00:00,2016-01-16 00:00:00-05:00,2016-01-16 05:00:00+00:00,2016-01-15 00:00:00-05:00,2016-01-15 05:00:00+00:00,Western,2171,4039,4355,10565
2016-01-16 00:00:00-05:00,2016-01-16 05:00:00+00:00,2016-01-17 00:00:00-05:00,2016-01-17 05:00:00+00:00,2016-01-16 00:00:00-05:00,2016-01-16 05:00:00+00:00,Mid Atlantic - Dominion,237,4793,2385,7415
2016-01-16 00:00:00-05:00,2016-01-16 05:00:00+00:00,2016-01-17 00:00:00-05:00,2016-01-17 05:00:00+00:00,2016-01-16 00:00:00-05:00,2016-01-16 05:00:00+00:00,PJM RTO,2408,10776,7837,21021
2016-01-16 00:00:00-05:00,2016-01-16 05:00:00+00:00,2016-01-17 00:00:00-05:00,2016-01-17 05:00:00+00:00,2016-01-16 00:00:00-05:00,2016-01-16 05:00:00+00:00,Western,2171,5983,5452,13606
2016-01-17 00:00:00-05:00,2016-01-17 05:00:00+00:00,2016-01-18 00:00:00-05:00,2016-01-18 05:00:00+00:00,2016-01-17 00:00:00-05:00,2016-01-17 05:00:00+00:00,Mid Atlantic - Dominion,250,4265,859,5374
2016-01-17 00:00:00-05:00,2016-01-17 05:00:00+00:00,2016-01-18 00:00:00-05:00,2016-01-18 05:00:00+00:00,2016-01-17 00:00:00-05:00,2016-01-17 05:00:00+00:00,PJM RTO,2421,8192,5314,15927
2016-01-17 00:00:00-05:00,2016-01-17 05:00:00+00:00,2016-01-18 00:00:00-05:00,2016-01-18 05:00:00+00:00,2016-01-17 00:00:00-05:00,2016-01-17 05:00:00+00:00,Western,2171,3927,4455,10553
2016-01-18 00:00:00-05:00,2016-01-18 05:00:00+00:00,2016-01-19 00:00:00-05:00,2016-01-19 05:00:00+00:00,2016-01-18 00:00:00-05:00,2016-01-18 05:00:00+00:00,Mid Atlantic - Dominion,322,1316,1340,2978
2016-01-18 00:00:00-05:00,2016-01-18 05:00:00+00:00,2016-01-19 00:00:00-05:00,2016-01-19 05:00:00+00:00,2016-01-18 00:00:00-05:00,2016-01-18 05:00:00+00:00,PJM RTO,2493,2262,5487,10242
2016-01-18 00:00:00-05:00,2016-01-18 05:00:00+00:00,2016-01-19 00:00:00-05:00,2016-01-19 05:00:00+00:00,2016-01-18 00:00:00-05:00,2016-01-18 05:00:00+00:00,Western,2171,946,4147,7264
2016-01-19 00:00:00-05:00,2016-01-19 05:00:00+00:00,2016-01-20 00:00:00-05:00,2016-01-20 05:00:00+00:00,2016-01-19 00:00:00-05:00,2016-01-19 05:00:00+00:00,Mid Atlantic - Dominion,200,2016,2604,4820
2016-01-19 00:00:00-05:00,2016-01-19 05:00:00+00:00,2016-01-20 00:00:00-05:00,2016-01-20 05:00:00+00:00,2016-01-19 00:00:00-05:00,2016-01-19 05:00:00+00:00,PJM RTO,2371,2285,8635,13291
2016-01-19 00:00:00-05:00,2016-01-19 05:00:00+00:00,2016-01-20 00:00:00-05:00,2016-01-20 05:00:00+00:00,2016-01-19 00:00:00-05:00,2016-01-19 05:00:00+00:00,Western,2171,269,6031,8471
2016-01-20 00:00:00-05:00,2016-01-20 05:00:00+00:00,2016-01-21 00:00:00-05:00,2016-01-21 05:00:00+00:00,2016-01-20 00:00:00-05:00,2016-01-20 05:00:00+00:00,Mid Atlantic - Dominion,200,1507,4100,5807
2016-01-20 00:00:00-05:00,2016-01-20 05:00:00+00:00,2016-01-21 00:00:00-05:00,2016-01-21 05:00:00+00:00,2016-01-20 00:00:00-05:00,2016-01-20 05:00:00+00:00,PJM RTO,2371,3165,10393,15929
2016-01-20 00:00:00-05:00,2016-01-20 05:00:00+00:00,2016-01-21 00:00:00-05:00,2016-01-21 05:00:00+00:00,2016-01-20 00:00:00-05:00,2016-01-20 05:00:00+00:00,Western,2171,1658,6293,10122
2016-01-21 00:00:00-05:00,2016-01-21 05:00:00+00:00,2016-01-22 00:00:00-05:00,2016-01-22 05:00:00+00:00,2016-01-21 00:00:00-05:00,2016-01-21 05:00:00+00:00,Mid Atlantic - Dominion,200,2215,3408,5823
2016-01-21 00:00:00-05:00,2016-01-21 05:00:00+00:00,2016-01-22 00:00:00-05:00,2016-01-22 05:00:00+00:00,2016-01-21 00:00:00-05:00,2016-01-21 05:00:00+00:00,PJM RTO,2371,4134,8967,15472
2016-01-21 00:00:00-05:00,2016-01-21 05:00:00+00:00,2016-01-22 00:00:00-05:00,2016-01-22 05:00:00+00:00,2016-01-21 00:00:00-05:00,2016-01-21 05:00:00+00:00,Western,2171,1919,5559,9649
2016-01-22 00:00:00-05:00,2016-01-22 05:00:00+00:00,2016-01-23 00:00:00-05:00,2016-01-23 05:00:00+00:00,2016-01-22 00:00:00-05:00,2016-01-22 05:00:00+00:00,Mid Atlantic - Dominion,200,2722,2789,5711
2016-01-22 00:00:00-05:00,2016-01-22 05:00:00+00:00,2016-01-23 00:00:00-05:00,2016-01-23 05:00:00+00:00,2016-01-22 00:00:00-05:00,2016-01-22 05:00:00+00:00,PJM RTO,2371,6277,8897,17545
2016-01-22 00:00:00-05:00,2016-01-22 05:00:00+00:00,2016-01-23 00:00:00-05:00,2016-01-23 05:00:00+00:00,2016-01-22 00:00:00-05:00,2016-01-22 05:00:00+00:00,Western,2171,3555,6108,11834
2016-01-23 00:00:00-05:00,2016-01-23 05:00:00+00:00,2016-01-24 00:00:00-05:00,2016-01-24 05:00:00+00:00,2016-01-23 00:00:00-05:00,2016-01-23 05:00:00+00:00,Mid Atlantic - Dominion,200,2186,2700,5086
2016-01-23 00:00:00-05:00,2016-01-23 05:00:00+00:00,2016-01-24 00:00:00-05:00,2016-01-24 05:00:00+00:00,2016-01-23 00:00:00-05:00,2016-01-23 05:00:00+00:00,PJM RTO,2371,7383,7836,17590
2016-01-23 00:00:00-05:00,2016-01-23 05:00:00+00:00,2016-01-24 00:00:00-05:00,2016-01-24 05:00:00+00:00,2016-01-23 00:00:00-05:00,2016-01-23 05:00:00+00:00,Western,2171,5197,5136,12504
2016-01-24 00:00:00-05:00,2016-01-24 05:00:00+00:00,2016-01-25 00:00:00-05:00,2016-01-25 05:00:00+00:00,2016-01-24 00:00:00-05:00,2016-01-24 05:00:00+00:00,Mid Atlantic - Dominion,200,2043,7765,10008
2016-01-24 00:00:00-05:00,2016-01-24 05:00:00+00:00,2016-01-25 00:00:00-05:00,2016-01-25 05:00:00+00:00,2016-01-24 00:00:00-05:00,2016-01-24 05:00:00+00:00,PJM RTO,2371,8097,12974,23442
2016-01-24 00:00:00-05:00,2016-01-24 05:00:00+00:00,2016-01-25 00:00:00-05:00,2016-01-25 05:00:00+00:00,2016-01-24 00:00:00-05:00,2016-01-24 05:00:00+00:00,Western,2171,6054,5209,13434
2016-01-25 00:00:00-05:00,2016-01-25 05:00:00+00:00,2016-01-26 00:00:00-05:00,2016-01-26 05:00:00+00:00,2016-01-25 00:00:00-05:00,2016-01-25 05:00:00+00:00,Mid Atlantic - Dominion,200,3654,5434,9288
2016-01-25 00:00:00-05:00,2016-01-25 05:00:00+00:00,2016-01-26 00:00:00-05:00,2016-01-26 05:00:00+00:00,2016-01-25 00:00:00-05:00,2016-01-25 05:00:00+00:00,PJM RTO,2371,7820,9457,19648
2016-01-25 00:00:00-05:00,2016-01-25 05:00:00+00:00,2016-01-26 00:00:00-05:00,2016-01-26 05:00:00+00:00,2016-01-25 00:00:00-05:00,2016-01-25 05:00:00+00:00,Western,2171,4166,4023,10360
2016-01-26 00:00:00-05:00,2016-01-26 05:00:00+00:00,2016-01-27 00:00:00-05:00,2016-01-27 05:00:00+00:00,2016-01-26 00:00:00-05:00,2016-01-26 05:00:00+00:00,Mid Atlantic - Dominion,200,3476,4382,8058
2016-01-26 00:00:00-05:00,2016-01-26 05:00:00+00:00,2016-01-27 00:00:00-05:00,2016-01-27 05:00:00+00:00,2016-01-26 00:00:00-05:00,2016-01-26 05:00:00+00:00,PJM RTO,2371,7189,8238,17798
2016-01-26 00:00:00-05:00,2016-01-26 05:00:00+00:00,2016-01-27 00:00:00-05:00,2016-01-27 05:00:00+00:00,2016-01-26 00:00:00-05:00,2016-01-26 05:00:00+00:00,Western,2171,3713,3856,9740
2016-01-27 00:00:00-05:00,2016-01-27 05:00:00+00:00,2016-01-28 00:00:00-05:00,2016-01-28 05:00:00+00:00,2016-01-27 00:00:00-05:00,2016-01-27 05:00:00+00:00,Mid Atlantic - Dominion,200,4876,2880,7956
2016-01-27 00:00:00-05:00,2016-01-27 05:00:00+00:00,2016-01-28 00:00:00-05:00,2016-01-28 05:00:00+00:00,2016-01-27 00:00:00-05:00,2016-01-27 05:00:00+00:00,PJM RTO,2371,8613,6196,17180
2016-01-27 00:00:00-05:00,2016-01-27 05:00:00+00:00,2016-01-28 00:00:00-05:00,2016-01-28 05:00:00+00:00,2016-01-27 00:00:00-05:00,2016-01-27 05:00:00+00:00,Western,2171,3737,3316,9224
2016-01-28 00:00:00-05:00,2016-01-28 05:00:00+00:00,2016-01-29 00:00:00-05:00,2016-01-29 05:00:00+00:00,2016-01-28 00:00:00-05:00,2016-01-28 05:00:00+00:00,Mid Atlantic - Dominion,200,3986,2599,6785
2016-01-28 00:00:00-05:00,2016-01-28 05:00:00+00:00,2016-01-29 00:00:00-05:00,2016-01-29 05:00:00+00:00,2016-01-28 00:00:00-05:00,2016-01-28 05:00:00+00:00,PJM RTO,2371,7361,8149,17881
2016-01-28 00:00:00-05:00,2016-01-28 05:00:00+00:00,2016-01-29 00:00:00-05:00,2016-01-29 05:00:00+00:00,2016-01-28 00:00:00-05:00,2016-01-28 05:00:00+00:00,Western,2171,3375,5550,11096
2016-01-29 00:00:00-05:00,2016-01-29 05:00:00+00:00,2016-01-30 00:00:00-05:00,2016-01-30 05:00:00+00:00,2016-01-29 00:00:00-05:00,2016-01-29 05:00:00+00:00,Mid Atlantic - Dominion,200,7678,1989,9867
2016-01-29 00:00:00-05:00,2016-01-29 05:00:00+00:00,2016-01-30 00:00:00-05:00,2016-01-30 05:00:00+00:00,2016-01-29 00:00:00-05:00,2016-01-29 05:00:00+00:00,PJM RTO,2371,12869,6968,22208
2016-01-29 00:00:00-05:00,2016-01-29 05:00:00+00:00,2016-01-30 00:00:00-05:00,2016-01-30 05:00:00+00:00,2016-01-29 00:00:00-05:00,2016-01-29 05:00:00+00:00,Western,2171,5191,4979,12341
2016-01-30 00:00:00-05:00,2016-01-30 05:00:00+00:00,2016-01-31 00:00:00-05:00,2016-01-31 05:00:00+00:00,2016-01-30 00:00:00-05:00,2016-01-30 05:00:00+00:00,Mid Atlantic - Dominion,200,7439,1853,9492
2016-01-30 00:00:00-05:00,2016-01-30 05:00:00+00:00,2016-01-31 00:00:00-05:00,2016-01-31 05:00:00+00:00,2016-01-30 00:00:00-05:00,2016-01-30 05:00:00+00:00,PJM RTO,3060,17992,6296,27348
2016-01-30 00:00:00-05:00,2016-01-30 05:00:00+00:00,2016-01-31 00:00:00-05:00,2016-01-31 05:00:00+00:00,2016-01-30 00:00:00-05:00,2016-01-30 05:00:00+00:00,Western,2860,10553,4443,17856
2016-01-31 00:00:00-05:00,2016-01-31 05:00:00+00:00,2016-02-01 00:00:00-05:00,2016-02-01 05:00:00+00:00,2016-01-31 00:00:00-05:00,2016-01-31 05:00:00+00:00,Mid Atlantic - Dominion,218,6376,1374,7968
2016-01-31 00:00:00-05:00,2016-01-31 05:00:00+00:00,2016-02-01 00:00:00-05:00,2016-02-01 05:00:00+00:00,2016-01-31 00:00:00-05:00,2016-01-31 05:00:00+00:00,PJM RTO,3078,15039,6368,24485
2016-01-31 00:00:00-05:00,2016-01-31 05:00:00+00:00,2016-02-01 00:00:00-05:00,2016-02-01 05:00:00+00:00,2016-01-31 00:00:00-05:00,2016-01-31 05:00:00+00:00,Western,2860,8663,4994,16517
2016-02-01 00:00:00-05:00,2016-02-01 05:00:00+00:00,2016-02-02 00:00:00-05:00,2016-02-02 05:00:00+00:00,2016-02-01 00:00:00-05:00,2016-02-01 05:00:00+00:00,Mid Atlantic - Dominion,457,4469,1215,6141
2016-02-01 00:00:00-05:00,2016-02-01 05:00:00+00:00,2016-02-02 00:00:00-05:00,2016-02-02 05:00:00+00:00,2016-02-01 00:00:00-05:00,2016-02-01 05:00:00+00:00,PJM RTO,3367,8933,4775,17075
2016-02-01 00:00:00-05:00,2016-02-01 05:00:00+00:00,2016-02-02 00:00:00-05:00,2016-02-02 05:00:00+00:00,2016-02-01 00:00:00-05:00,2016-02-01 05:00:00+00:00,Western,2910,4464,3560,10934
2016-02-02 00:00:00-05:00,2016-02-02 05:00:00+00:00,2016-02-03 00:00:00-05:00,2016-02-03 05:00:00+00:00,2016-02-02 00:00:00-05:00,2016-02-02 05:00:00+00:00,Mid Atlantic - Dominion,344,4253,1194,5791
2016-02-02 00:00:00-05:00,2016-02-02 05:00:00+00:00,2016-02-03 00:00:00-05:00,2016-02-03 05:00:00+00:00,2016-02-02 00:00:00-05:00,2016-02-02 05:00:00+00:00,PJM RTO,3229,8635,4508,16372
2016-02-02 00:00:00-05:00,2016-02-02 05:00:00+00:00,2016-02-03 00:00:00-05:00,2016-02-03 05:00:00+00:00,2016-02-02 00:00:00-05:00,2016-02-02 05:00:00+00:00,Western,2885,4382,3314,10581
2016-02-03 00:00:00-05:00,2016-02-03 05:00:00+00:00,2016-02-04 00:00:00-05:00,2016-02-04 05:00:00+00:00,2016-02-03 00:00:00-05:00,2016-02-03 05:00:00+00:00,Mid Atlantic - Dominion,343,5862,1144,7349
2016-02-03 00:00:00-05:00,2016-02-03 05:00:00+00:00,2016-02-04 00:00:00-05:00,2016-02-04 05:00:00+00:00,2016-02-03 00:00:00-05:00,2016-02-03 05:00:00+00:00,PJM RTO,3228,10968,4708,18904
2016-02-03 00:00:00-05:00,2016-02-03 05:00:00+00:00,2016-02-04 00:00:00-05:00,2016-02-04 05:00:00+00:00,2016-02-03 00:00:00-05:00,2016-02-03 05:00:00+00:00,Western,2885,5106,3564,11555
2016-02-04 00:00:00-05:00,2016-02-04 05:00:00+00:00,2016-02-05 00:00:00-05:00,2016-02-05 05:00:00+00:00,2016-02-04 00:00:00-05:00,2016-02-04 05:00:00+00:00,Mid Atlantic - Dominion,342,5885,1553,7780
2016-02-04 00:00:00-05:00,2016-02-04 05:00:00+00:00,2016-02-05 00:00:00-05:00,2016-02-05 05:00:00+00:00,2016-02-04 00:00:00-05:00,2016-02-04 05:00:00+00:00,PJM RTO,3226,9061,5587,17874
2016-02-04 00:00:00-05:00,2016-02-04 05:00:00+00:00,2016-02-05 00:00:00-05:00,2016-02-05 05:00:00+00:00,2016-02-04 00:00:00-05:00,2016-02-04 05:00:00+00:00,Western,2884,3176,4034,10094
2016-02-05 00:00:00-05:00,2016-02-05 05:00:00+00:00,2016-02-06 00:00:00-05:00,2016-02-06 05:00:00+00:00,2016-02-05 00:00:00-05:00,2016-02-05 05:00:00+00:00,Mid Atlantic - Dominion,407,3957,2123,6487
2016-02-05 00:00:00-05:00,2016-02-05 05:00:00+00:00,2016-02-06 00:00:00-05:00,2016-02-06 05:00:00+00:00,2016-02-05 00:00:00-05:00,2016-02-05 05:00:00+00:00,PJM RTO,3242,8393,6812,18447
2016-02-05 00:00:00-05:00,2016-02-05 05:00:00+00:00,2016-02-06 00:00:00-05:00,2016-02-06 05:00:00+00:00,2016-02-05 00:00:00-05:00,2016-02-05 05:00:00+00:00,Western,2835,4436,4689,11960
2016-02-06 00:00:00-05:00,2016-02-06 05:00:00+00:00,2016-02-07 00:00:00-05:00,2016-02-07 05:00:00+00:00,2016-02-06 00:00:00-05:00,2016-02-06 05:00:00+00:00,Mid Atlantic - Dominion,1117,4704,2449,8270
2016-02-06 00:00:00-05:00,2016-02-06 05:00:00+00:00,2016-02-07 00:00:00-05:00,2016-02-07 05:00:00+00:00,2016-02-06 00:00:00-05:00,2016-02-06 05:00:00+00:00,PJM RTO,3952,11072,6772,21796
2016-02-06 00:00:00-05:00,2016-02-06 05:00:00+00:00,2016-02-07 00:00:00-05:00,2016-02-07 05:00:00+00:00,2016-02-06 00:00:00-05:00,2016-02-06 05:00:00+00:00,Western,2835,6368,4323,13526
2016-02-07 00:00:00-05:00,2016-02-07 05:00:00+00:00,2016-02-08 00:00:00-05:00,2016-02-08 05:00:00+00:00,2016-02-07 00:00:00-05:00,2016-02-07 05:00:00+00:00,Mid Atlantic - Dominion,1117,4145,1785,7047
2016-02-07 00:00:00-05:00,2016-02-07 05:00:00+00:00,2016-02-08 00:00:00-05:00,2016-02-08 05:00:00+00:00,2016-02-07 00:00:00-05:00,2016-02-07 05:00:00+00:00,PJM RTO,3952,10124,6819,20895
2016-02-07 00:00:00-05:00,2016-02-07 05:00:00+00:00,2016-02-08 00:00:00-05:00,2016-02-08 05:00:00+00:00,2016-02-07 00:00:00-05:00,2016-02-07 05:00:00+00:00,Western,2835,5979,5034,13848
2016-02-08 00:00:00-05:00,2016-02-08 05:00:00+00:00,2016-02-09 00:00:00-05:00,2016-02-09 05:00:00+00:00,2016-02-08 00:00:00-05:00,2016-02-08 05:00:00+00:00,Mid Atlantic - Dominion,826,3598,2157,6581
2016-02-08 00:00:00-05:00,2016-02-08 05:00:00+00:00,2016-02-09 00:00:00-05:00,2016-02-09 05:00:00+00:00,2016-02-08 00:00:00-05:00,2016-02-08 05:00:00+00:00,PJM RTO,3761,6920,7038,17719
2016-02-08 00:00:00-05:00,2016-02-08 05:00:00+00:00,2016-02-09 00:00:00-05:00,2016-02-09 05:00:00+00:00,2016-02-08 00:00:00-05:00,2016-02-08 05:00:00+00:00,Western,2935,3322,4881,11138
2016-02-09 00:00:00-05:00,2016-02-09 05:00:00+00:00,2016-02-10 00:00:00-05:00,2016-02-10 05:00:00+00:00,2016-02-09 00:00:00-05:00,2016-02-09 05:00:00+00:00,Mid Atlantic - Dominion,826,4469,2353,7648
2016-02-09 00:00:00-05:00,2016-02-09 05:00:00+00:00,2016-02-10 00:00:00-05:00,2016-02-10 05:00:00+00:00,2016-02-09 00:00:00-05:00,2016-02-09 05:00:00+00:00,PJM RTO,3735,6998,7511,18244
2016-02-09 00:00:00-05:00,2016-02-09 05:00:00+00:00,2016-02-10 00:00:00-05:00,2016-02-10 05:00:00+00:00,2016-02-09 00:00:00-05:00,2016-02-09 05:00:00+00:00,Western,2909,2529,5158,10596
2016-02-10 00:00:00-05:00,2016-02-10 05:00:00+00:00,2016-02-11 00:00:00-05:00,2016-02-11 05:00:00+00:00,2016-02-10 00:00:00-05:00,2016-02-10 05:00:00+00:00,Mid Atlantic - Dominion,871,4518,1004,6393
2016-02-10 00:00:00-05:00,2016-02-10 05:00:00+00:00,2016-02-11 00:00:00-05:00,2016-02-11 05:00:00+00:00,2016-02-10 00:00:00-05:00,2016-02-10 05:00:00+00:00,PJM RTO,3755,6679,5921,16355
2016-02-10 00:00:00-05:00,2016-02-10 05:00:00+00:00,2016-02-11 00:00:00-05:00,2016-02-11 05:00:00+00:00,2016-02-10 00:00:00-05:00,2016-02-10 05:00:00+00:00,Western,2884,2161,4917,9962
2016-02-11 00:00:00-05:00,2016-02-11 05:00:00+00:00,2016-02-12 00:00:00-05:00,2016-02-12 05:00:00+00:00,2016-02-11 00:00:00-05:00,2016-02-11 05:00:00+00:00,Mid Atlantic - Dominion,777,3986,1199,5962
2016-02-11 00:00:00-05:00,2016-02-11 05:00:00+00:00,2016-02-12 00:00:00-05:00,2016-02-12 05:00:00+00:00,2016-02-11 00:00:00-05:00,2016-02-11 05:00:00+00:00,PJM RTO,3612,4803,6154,14569
2016-02-11 00:00:00-05:00,2016-02-11 05:00:00+00:00,2016-02-12 00:00:00-05:00,2016-02-12 05:00:00+00:00,2016-02-11 00:00:00-05:00,2016-02-11 05:00:00+00:00,Western,2835,817,4955,8607
2016-02-12 00:00:00-05:00,2016-02-12 05:00:00+00:00,2016-02-13 00:00:00-05:00,2016-02-13 05:00:00+00:00,2016-02-12 00:00:00-05:00,2016-02-12 05:00:00+00:00,Mid Atlantic - Dominion,777,2925,1531,5233
2016-02-12 00:00:00-05:00,2016-02-12 05:00:00+00:00,2016-02-13 00:00:00-05:00,2016-02-13 05:00:00+00:00,2016-02-12 00:00:00-05:00,2016-02-12 05:00:00+00:00,PJM RTO,3612,4370,6084,14066
